names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,,,reference_product
Mining of metal ores,,0.001501726,,0.000215475,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.001274687,0.000182899,10,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of basic metals,,0.033478261,,0.01560879,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.028416833,0.013248967,10,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of coke and refined petroleum products,,0.001489073,,0.000254209,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.001263947,0.000215777,9,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Construction of buildings,,4.08E-05,,3.57E-06,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,3.46E-05,3.03E-06,6,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.010143987,,0.001479236,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.008610363,0.001255597,4,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Forestry and logging,,0.011879618,,0.002286516,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.010083592,0.001940828,4,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of wood and products of wood and cork,5.92E-05,6.15E-05,5.54E-05,6.45E-06,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,5.22E-05,5.48E-06,4,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of other non-metallic mineral products,,0.00243175,,0.00064374,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.002064104,0.000546416,4,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Civil engineering,,0.001388949,,0.000136856,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.00117896,0.000116165,2,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Land transport and transport via pipelines,,0.034041563,,0.005462035,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.028894972,0.004636255,2,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Mining of coal and lignite,,0.00362352,,0.000763382,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.003075696,0.00064797,1,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of rubber and plastic products,0.000187641,0.000193969,0.000277994,2.46E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.000164644,2.08E-05,1,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Other mining and quarrying,,0.000536422,,5.53E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,0.000455323,4.69E-05,1,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Specialized construction activities,-2.49E-08,4.84E-06,1.20E-05,1.25E-06,300,_sawing__softwood___cubic_meter__CH__None_,3,186,1303.964255,5400,117.8113726,4.11E-06,1.06E-06,1,_market_for_electricity__medium_voltage___kilowatt_hour__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Electricity, gas, steam and air conditioning supply",,0.031816395,,0.001183985,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.027006217,0.001004984,132,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of chemicals and chemical products,,0.00927509,,0.000714311,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.007872831,0.000606317,19,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.027464879,,0.00239647,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.023312587,0.002034159,18,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of coke and refined petroleum products,,0.017709984,,0.001618527,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.015032491,0.001373829,15,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Civil engineering,,0.000248906,,2.29E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000211275,1.94E-05,10,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of rubber and plastic products,,0.000751678,,8.31E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000638036,7.06E-05,8,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of basic metals,,0.001828563,,0.000142213,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.00155211,0.000120713,6,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Land transport and transport via pipelines,,0.003890574,,0.000380574,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.003302376,0.000323037,6,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Mining of metal ores,,0.000121027,,1.29E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000102729,1.10E-05,5,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Mining of coal and lignite,,0.000760636,,8.56E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000645639,7.27E-05,4,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Extraction of crude petroleum and natural gas,,0.000150182,,1.25E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000127477,1.06E-05,4,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Waste collection, treatment, and disposal activities",,0.000495382,,5.39E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000420487,4.58E-05,3,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Specialized construction activities,1.31E-09,2.32E-09,2.17E-08,2.19E-09,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,1.97E-09,1.86E-09,2,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of other non-metallic mineral products,,5.39E-05,,4.54E-06,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,4.58E-05,3.86E-06,1,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of electrical equipment,-4.30E-06,4.33E-06,2.20E-06,2.35E-07,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,3.67E-06,1.99E-07,1,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Other mining and quarrying,,0.000404632,,3.45E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,0.000343458,2.93E-05,1,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Construction of buildings,,2.26E-05,,1.76E-06,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,1.92E-05,1.49E-06,1,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of wood and products of wood and cork,,1.04E-05,,1.03E-06,300,_sawing__softwood___cubic_meter__CH__None_,3,237,1372.060872,5700,117.8113726,8.82E-06,8.71E-07,1,_market_for_lubricating_oil___kilogram__RER__None_,,,_sawing__softwood___cubic_meter__CH__None_
Mining of metal ores,,0.099798918,,0.012819421,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.084710767,0.01088131,65,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of basic metals,,1.062871545,,0.107695884,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.902180767,0.091413826,20,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Electricity, gas, steam and air conditioning supply",,1.555995268,,0.237420109,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,1.320751328,0.201525628,14,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of food products,,1.237917251,,0.093828301,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,1.050762098,0.079642822,11,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of electrical equipment,-0.00094734,0.00095117,0.00065214,7.70E-05,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.000807367,6.53E-05,9,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of other non-metallic mineral products,,0.149845946,,0.016568766,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.12719141,0.014063808,7,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of chemicals and chemical products,,0.596341165,,0.063818357,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.506183021,0.054169946,6,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Crop and animal production, hunting and related service activities",,0.416904369,,0.051157029,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.353874469,0.043422827,6,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Sewerage,0.003660213,0.003660213,0.001123064,0.000132298,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.003106842,0.000112297,5,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Wholesale trade, except of motor vehicles and motorcycles",,4.380335839,,0.449670491,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,3.718092526,0.381686828,4,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of coke and refined petroleum products,,1.807895276,,0.258320143,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,1.534567704,0.219265881,3,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Land transport and transport via pipelines,,38.72033965,,4.288588373,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,32.8663853,3.640215947,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Unknown,,0.113456686,,0.019782772,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.096303679,0.016791904,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Civil engineering,,1.41051085,,0.126989486,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,1.197262046,0.107790516,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Forestry and logging,,89.77976499,,3.091701427,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,76.20636532,2.624280966,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Manufacture of rubber and plastic products,,0.037367188,,0.005851571,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.03171781,0.004966898,2,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.154656438,,0.01380233,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.131274626,0.011715617,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
"Waste collection, treatment, and disposal activities",,0.241944344,,0.015859625,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.205365865,0.013461879,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Mining of coal and lignite,,0.078984875,,0.008169424,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.067043506,0.006934325,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
Construction of buildings,,0.003619978,,0.000369938,300,_sawing__softwood___cubic_meter__CH__None_,3,165,1831.86621,6600,117.8113726,0.003072689,0.000314009,1,_market_for_sawlog_and_veneer_log__softwood__measured_as_solid_wood_under_bark___cubic_meter__CH__None_,,,_sawing__softwood___cubic_meter__CH__None_
